,Event.Id,Investigation.Type,Event.Date,Location,Injury.Severity,Aircraft.damage,Make,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Num.Passenger,Total.Injured,Percent.Serious.and.Fatal,Percent.Uninjured,Make.Model
68793,20100824X95829,Accident,2010-08-20,"Tunkhannock, PA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,A total loss of engine power during the initial climb due to the pilots' inadequate in-flight fuel management.,2.0,0.0,0.0,100.0,piperPA-22-150
68795,20100826X22427,Accident,2010-08-20,"Del Rio, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to monitor his altitude while making a visual approach, which resulted in landing short of the runway and subsequent collision with terrain.",1.0,0.0,0.0,100.0,cessna182P
68796,20100924X55851,Incident,2010-08-20,"Venice, Italy",Non-Fatal,,boeing,2.0,,,0.0,0.0,0.0,6.0,,,,6.0,0.0,0.0,100.0,boeing737
68799,20100823X13641,Accident,2010-08-21,"Williamstown, NJ",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,The partial loss of engine power during takeoff due to weak spark plugs on the No. 1 cylinder.,1.0,1.0,100.0,0.0,piperJ3C-65
68808,20100823X51544,Accident,2010-08-23,"Grangeville, ID",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,"The pilots decision to fly with a known defective nosewheel assembly, which resulted in a loss of directional control and nose-over on landing after the assembly shifted out of alignment during the flight.",1.0,0.0,0.0,100.0,cessnaU206
68809,20100823X85049,Accident,2010-08-23,"Douglas, GA",Non-Fatal,Substantial,piper,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,A loss of engine power during takeoff due to fuel contamination. Contributing to the accident was the pilot's inadequate preflight inspection and inadequate maintenance of the fuel system.,1.0,1.0,0.0,0.0,piperPA-30
68812,20100901X65026,Accident,2010-08-23,"London, United Kingdom",Non-Fatal,,boeing,2.0,,,0.0,0.0,1.0,0.0,,,,1.0,1.0,0.0,0.0,boeing737
68814,20100824X04843,Accident,2010-08-24,"Ojai, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A loss of engine power for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.,1.0,1.0,100.0,0.0,cessna182
68817,20100825X25643,Accident,2010-08-24,"Sequim, WA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,2.0,VMC,,"The pilots failure to maintain the proper approach path and his delayed corrective actions, which resulted in an undershoot. Contributing to the accident was the pilot's distraction from other aircraft in the area.",3.0,1.0,33.33333333333333,66.66666666666666,piperPA-28-180
68820,20100826X61709,Accident,2010-08-24,"Porter, TX",Non-Fatal,Substantial,cirrus design corp,1.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,,"The pilot's delay in performing a go-around, which resulted in an impact with trees.",1.0,1.0,0.0,0.0,cirrus design corpSR20
68823,20100825X64126,Accident,2010-08-25,"Andrews, SC",Fatal,Substantial,stinson,1.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,,"Loss of engine power due to fuel exhaustion, and the student pilot's failure to adequately preflight the airplane prior to takeoff.",1.0,1.0,100.0,0.0,stinson108
68825,20100826X52309,Accident,2010-08-25,"Cerro Azul, Spain",Fatal,Substantial,cessna,1.0,,Personal,1.0,0.0,2.0,0.0,VMC,,,3.0,3.0,33.33333333333333,0.0,cessna172
68827,20100830X81337,Accident,2010-08-25,"Casanare, Colombia",Fatal,Destroyed,piper,2.0,Reciprocating,Personal,6.0,0.0,0.0,0.0,VMC,,,6.0,6.0,100.0,0.0,piperPA34
68835,20100901X31728,Accident,2010-08-26,"Ocean City, MD",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's improper recovery from a bounced downwind landing.,2.0,0.0,0.0,100.0,cessna177B
68837,20100830X71313,Accident,2010-08-26,"Oey, Gemeinde Saanen, Eswatini",Fatal,Destroyed,piper,,,Unknown,3.0,0.0,0.0,0.0,VMC,,,3.0,3.0,100.0,0.0,piperPA32R
68838,20100827X15311,Accident,2010-08-27,"Wasilla, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain directional control during landing, resulting in a runway excursion and nose over.",1.0,0.0,0.0,100.0,piperPA-18-150
68839,20100827X64057,Accident,2010-08-27,"Beverly, MA",Fatal,Minor,piper,1.0,Reciprocating,Instructional,1.0,0.0,0.0,1.0,VMC,,"The flight instructor's decision to exit the airplane on the taxiway with the engine still operating, and his failure to avoid the rotating propeller.",2.0,1.0,50.0,50.0,piperPA-28-161
68840,20100827X75916,Accident,2010-08-27,"Clayton, GA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's improper touchdown point while landing on the wet grass.,2.0,0.0,0.0,100.0,cessnaT206H
68852,20100901X22656,Accident,2010-08-28,"Spanish Fork, UT",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot did not extend the landing gear due to his impairment from alcohol.,1.0,0.0,0.0,100.0,cessnaTR182
68853,20100902X40131,Accident,2010-08-28,"Bartlesville, OK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,The student pilot's loss of directional control during takeoff due to an improper flap setting.,1.0,0.0,0.0,100.0,cessna172P
68854,20100921X72055,Accident,2010-08-28,"Taisha, Spain",Non-Fatal,Substantial,cessna,1.0,Reciprocating,,0.0,0.0,3.0,0.0,VMC,,,3.0,3.0,0.0,0.0,cessna182Q
68855,20100928X85616,Accident,2010-08-28,"Mocksville, NC",Non-Fatal,Substantial,aeronca,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots failure to attain the proper touchdown point, following a loss of engine power due to carburetor icing.",1.0,0.0,0.0,100.0,aeronca11AC
68857,20100829X13951,Accident,2010-08-29,"Rockland, ME",Non-Fatal,Destroyed,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The loss of engine power for undetermined reasons.,1.0,0.0,0.0,100.0,cessna120
68861,20100830X41548,Accident,2010-08-29,"Acworth, GA",Non-Fatal,Substantial,cirrus design corp,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,The pilots improper in-flight fuel management resulting in a total loss of engine power during a descent due to fuel starvation.,2.0,0.0,0.0,100.0,cirrus design corpSR22
68874,20100902X35148,Accident,2010-08-31,"Houma, LA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,1.0,VMC,,"The pilots improper fuel management, which resulted in a loss of engine power due to fuel exhaustion.",2.0,1.0,50.0,50.0,cessna210
68875,20100907X31921,Accident,2010-08-31,"Anderson, IN",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,3.0,VMC,,The pilots failure to abort the takeoff due to degraded airplane performance.,3.0,0.0,0.0,100.0,piperPA-28-140
68876,20100901X11325,Accident,2010-08-31,"Bugoiya, Papua New Guinea",Fatal,Substantial,cessna,2.0,Turbo Jet,,4.0,1.0,0.0,0.0,VMC,,,5.0,5.0,100.0,0.0,cessna550
68879,20100907X92928,Accident,2010-09-01,"Churchville, MD",Non-Fatal,Substantial,luscombe,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,"The pilots failure to ensure that the fuel valve was in the ""ON"" position during his preflight inspection, resulting in the loss of engine power during takeoff.",1.0,1.0,100.0,0.0,luscombe8A
68882,20100902X42424,Accident,2010-09-02,"Boone, IA",Fatal,Substantial,cessna,1.0,Reciprocating,Banner Tow,1.0,0.0,0.0,0.0,VMC,,The pilots failure to maintain airplane control while performing low-level banner towing operations with a gusting wind.,1.0,1.0,100.0,0.0,cessna150L
68884,20100903X21857,Accident,2010-09-02,"Akhiok, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while maneuvering at a low altitude.,1.0,0.0,0.0,100.0,piperPA-20
68897,20100904X54109,Accident,2010-09-04,"DeLand, FL",Fatal,Substantial,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,"The pilot's failure to maintain adequate airspeed and airplane control during the initial climb, which resulted in an aerodynamic stall, wire strike, and subsequent impact with the ground.",2.0,2.0,100.0,0.0,cessna150H
68899,20100906X43338,Accident,2010-09-04,"Virginia Beach, VA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A total loss of power due to water contamination in the fuel. Contributing to the accident was the pilot's inadequate preflight inspection.,1.0,1.0,100.0,0.0,cessna182Q
68902,20100914X01342,Accident,2010-09-04,"Ryde, United Kingdom",Fatal,Destroyed,mooney,1.0,Reciprocating,Unknown,2.0,0.0,2.0,0.0,,,,4.0,4.0,50.0,0.0,mooneyM20J
68905,20100912X75605,Accident,2010-09-05,"Pointe a Pitre, Guadeloupe",Non-Fatal,Substantial,cessna,1.0,,,0.0,7.0,0.0,0.0,VMC,,,7.0,7.0,100.0,0.0,cessna208
68910,20100907X44720,Accident,2010-09-06,"Levant, ME",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,"The pilot's failure to obtain adequate airspeed during takeoff, which resulted in an aerodynamic stall.",2.0,2.0,50.0,0.0,cessna140
68911,20100907X80140,Accident,2010-09-06,"Caledonia, MI",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,A loss of engine power as a result of a fatigue failure of the crankshaft due to the loss of engine case through-bolt torque. Contributing to the accident was a mechanic's use of incorrect hardware.,2.0,0.0,0.0,100.0,cessnaP210N
68912,20100907X90024,Accident,2010-09-06,"Berrien Springs, MI",Non-Fatal,Substantial,piper,1.0,Reciprocating,Instructional,0.0,0.0,0.0,2.0,VMC,,"The flight instructor's delayed remedial action, which resulted in a hard landing.",2.0,0.0,0.0,100.0,piperPA-28R-200
68914,20100913X45606,Accident,2010-09-06,"Hondo, TX",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots delayed action to arrest the airplanes descent, which resulted in a collision with terrain.",1.0,0.0,0.0,100.0,cessnaA188B
68916,20101001X40122,Accident,2010-09-06,"Santa Ynez, CA",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,4.0,VMC,,"The pilot's failure to maintain directional control, likely due to the inadvertent control interference by a passenger. A finding in the accident was the pilot's improper pre flight briefing.",4.0,0.0,0.0,100.0,cessnaA185
68917,20100907X72216,Accident,2010-09-07,"Mountain Home, AR",Fatal,Substantial,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,IMC,,The pilots decision to continue flight into a known area of heavy rain and his subsequent failure to maintain aircraft control.,2.0,2.0,100.0,0.0,cessnaT210
68918,20100908X65049,Accident,2010-09-07,"Paradise Lakes Estates, CA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a fence during taxi.,1.0,0.0,0.0,100.0,piperPA-28-235
68921,20100908X05150,Accident,2010-09-08,"Helena, GA",Fatal,Substantial,cessna,1.0,Reciprocating,Business,1.0,0.0,1.0,0.0,IMC,,The pilots continuance of the GPS approach below the minimum descent altitude while landing in instrument meteorological conditions.,2.0,2.0,50.0,0.0,cessna182T
68924,20100909X65425,Accident,2010-09-09,"Buchanan, MI",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A failure of the engine's No. 3 and No. 4 cylinder valve lifters for undetermined reasons, which resulted in a total loss of engine power.",1.0,0.0,0.0,100.0,piperPA-28-161
68925,20100909X75726,Accident,2010-09-09,"Huron, NY",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,"The pilot's inadequate preflight planning and preparation, which resulted in a total loss of engine power due to fuel exhaustion.",2.0,2.0,100.0,0.0,cessna180
68926,20100910X10535,Accident,2010-09-09,"Montauk, NY",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The pilot's inadequate compensation for crosswind conditions which resulted in a hard landing and loss of directional control.,3.0,0.0,0.0,100.0,piperPA-28-181
68928,20100922X21812,Accident,2010-09-09,"Chicken, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's decision to fly at a low altitude in terrain and weather conditions conducive to turbulence and downdrafts.,2.0,0.0,0.0,100.0,piperPA-18-150
68930,20100912X42115,Accident,2010-09-10,"Fayetteville, WV",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,2.0,0.0,VMC,,A loss of engine power due to the failure of the left magneto systems distributor gear as a result of the improper maintenance of the magnetos by maintenance personnel.,2.0,2.0,0.0,0.0,cessna150
68934,20100913X14749,Accident,2010-09-11,"South Naknek, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The loss of engine power during cruise flight for an undetermined reason, resulting in an emergency landing and collision with terrain.",1.0,0.0,0.0,100.0,piperPA-20
68935,20100913X20146,Accident,2010-09-11,"Coldfoot, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's selection of an unsuitable (short) off-airport site for takeoff.,1.0,0.0,0.0,100.0,piperPA-22-150
68940,20100917X83854,Accident,2010-09-11,"Atkinson, KS",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,,The pilot's failure to maintain directional control while landing with a crosswind.,3.0,0.0,0.0,100.0,piperPA22
68946,20100914X82609,Accident,2010-09-12,"Kenai, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,The pilot's decision to takeoff from a remote lake after overloading the airplane. Contributing to the accident was the pilot's lack of a seaplane rating.,2.0,0.0,0.0,100.0,cessna150L
68950,20100915X61435,Accident,2010-09-13,"Rushville, NE",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control of the airplane during takeoff. Contributing to the accident was the loss of visual reference due to the sun glare.,1.0,0.0,0.0,100.0,cessnaA185F
68952,20101018X25006,Accident,2010-09-13,"Windy Forks Strip, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control while taxiing on a rough/uneven airstrip.,1.0,0.0,0.0,100.0,piperPA-12
68953,20100914X32027,Accident,2010-09-14,"Bethel, AK",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilot's failure to maintain altitude/clearance during a night approach, resulting in a collision with terrain short of the runway.",1.0,0.0,0.0,100.0,cessna150M
68956,20100916X55111,Accident,2010-09-15,"Inverness, FL",Non-Fatal,Substantial,piper,2.0,Reciprocating,Public Aircraft - Local,0.0,0.0,0.0,2.0,VMC,,The pilot's improper flare which resulted in a hard landing and subsequent collapse of the nose landing gear.,2.0,0.0,0.0,100.0,piperPA-34-200T
68960,20100921X33539,Accident,2010-09-15,"Stow, OH",Non-Fatal,Substantial,cessna,1.0,Reciprocating,Instructional,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate landing flare, which resulted in a hard landing.",1.0,0.0,0.0,100.0,cessna172P
68961,20100921X54226,Accident,2010-09-15,"Hazard, KY",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain clearance from a fuel pump while taxiing. Contributing to the accident was the pilots diverted attention.,1.0,0.0,0.0,100.0,mooneyM20J
68964,20100916X72850,Accident,2010-09-16,"Dillingham, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,1.0,0.0,VMC,,"Both pilots failure to see and avoid each other during initial climb, resulting in a midair collision. Contributing to the accident was the pilot of N9699Ps inability to use his airplane's radio for air traffic advisories.",2.0,2.0,50.0,0.0,piperPA-18
68967,20100917X34608,Accident,2010-09-17,"Coeur d'Alene, ID",Fatal,Substantial,cessna,1.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,VMC,,The pilots continued flight into instrument meteorological conditions and failure to maintain clearance with mountainous terrain while maneuvering in an area of low cloud ceilings.,2.0,2.0,100.0,0.0,cessnaT210N
68968,20100920X01223,Accident,2010-09-17,"Coal Creek, AK",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,2.0,0.0,0.0,VMC,,The pilot's improper recovery from a bounced landing.,2.0,2.0,100.0,0.0,piperPA-18-150
68973,20100918X12115,Accident,2010-09-18,"Rainelle, WV",Non-Fatal,Substantial,beech,2.0,Reciprocating,,0.0,5.0,0.0,0.0,VMC,,"The improper rigging of the fuel selector by maintenance personnel, which resulted in a total loss of engine power.",5.0,5.0,100.0,0.0,beech58
68981,20100919X50413,Accident,2010-09-19,"Barnwell, SC",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,,"The failure of the No. 1 connecting rod end cap for undetermined reasons, which resulted in a total loss of engine power.",2.0,0.0,0.0,100.0,piperPA-28R-200
68984,20100919X85738,Accident,2010-09-19,"Houma, LA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"The pilots inadequate compensation for the crosswind while landing, which resulted in a loss of directional control.",1.0,0.0,0.0,100.0,piperPA-28-161
68986,20100920X31404,Accident,2010-09-19,"South Bimini, Bahamas",Non-Fatal,Substantial,piper,2.0,Reciprocating,,0.0,0.0,0.0,6.0,VMC,,,6.0,0.0,0.0,100.0,piperPA-31-350
68989,20100920X10659,Accident,2010-09-20,"Chamblee, GA",Non-Fatal,Substantial,piper,1.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,,A loss of engine power due to fuel starvation as a result of the pilot's improper placement of the fuel selector.,1.0,0.0,0.0,100.0,piperPA32R
68991,20100921X33423,Accident,2010-09-20,"Carthage, TX",Non-Fatal,Substantial,piper,1.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,VMC,,A total loss of engine power during cruise flight due to fuel exhaustion as a result of the pilots improper fuel planning.,1.0,1.0,100.0,0.0,piperPA-28-140
68995,20100927X34749,Incident,2010-09-20,"Budapest, Hungary",Non-Fatal,,boeing,2.0,,,0.0,0.0,0.0,6.0,,,,6.0,0.0,0.0,100.0,boeing737
68996,20100921X52702,Accident,2010-09-21,"Visalia, CA",Non-Fatal,Substantial,mooney,1.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,,"A partial loss of engine power during takeoff, which resulted from the failure of the spark plug retention mechanism.",1.0,0.0,0.0,100.0,mooneyM20C
